"recipient_uei","IHE","recipient_name","recipient_name_raw","recipient_parent_name","recipient_parent_uei","recipient_city_name","recipient_state_code","prime_award_base_transaction_description","total_obligated_amount","period_of_performance_start_date","period_of_performance_end_date","period_of_performance_potential_end_date","primary_place_of_performance_country_name","generated_unique_award_id","award_type"
"KTA9J65DGKN9","","BAYLOR COLLEGE OF MEDICINE CHILDREN'S FOUNDATION - LESOTHO","BAYLOR COLLEGE OF MEDICINE CHILDREN'S FOUNDATION - LESOTHO",NA,NA,NA,NA,"THE PURPOSE OF THE LEADR ACTIVITY IS TO PROVIDE EFFECTIVE DECENTRALIZED, DIFFERENTIATED, AND INTEGRATED FACILITY AND COMMUNITY SERVICES TO MAXIMIZE EQUITABLE ACCESS TO COMPREHENSIVE HIV, TB, AND COVID-19 INTERVENTIONS THROUGH A PRIMARY HEALTH CARE APPROACH TO ENSURE THAT CLIENTS HAVE ACCESS TO HOLISTIC SERVICES.",8500000,"2023-04-24","2026-04-23",NA,"LESOTHO","ASST_NON_72067423FA00005_7200","PROJECT GRANT (B)"
"ED44Y3W6P7B9","","UNIVERSITY OF ARIZONA","UNIVERSITY OF ARIZONA",NA,NA,"TUCSON","AZ","NIGER RESILIENCE AND AGRIBUSINESS MASTERS PROGRAM ACTIVITY'S PURPOSE WILL BE TO STRENGTHEN THE HUMAN AND INSTITUTIONAL CAPACITY OF NIGERIEN PUBLIC UNIVERSITIES TO DESIGN AND DELIVER ACADEMIC COURSEWORK LEADING TO A MASTER'S DEGREE IN AGRIBUSINESS.",1954000,"2023-10-18","2028-10-17",NA,"NIGER","ASST_NON_72068523CA00003_7200","COOPERATIVE AGREEMENT (B)"
"YN2JWTVV9F85","","UNIVERSITY OF RHODE ISLAND","UNIVERSITY OF RHODE ISLAND","STATE OF RHODE ISLAND","NSA8T7PLC9K3","KINGSTON","RI","THE PURPOSE OF THE USAID RIAKE, A MARINE ACTIVITY FOR THE USAID MADAGASCAR CONSERVATION, COMMUNITIES AND SUSTAINABLE DEVELOPMENT PROGRAM IS RESILIENT AND EMPOWERED COMMUNITIES THAT INHERIT AND MAINTAIN BIODIVERSE, WELL-MANAGED, SECURE, AND SUSTAINABLE MARINE ECOSYSTEMS.",3500000,"2024-05-02","2029-05-01",NA,"MADAGASCAR","ASST_NON_72068724CA00005_7200","COOPERATIVE AGREEMENT (B)"
"W4F5GXGBVND3","","DRAPER UNIVERSITY LLC","DRAPER UNIVERSITY LLC",NA,NA,"SAN MATEO","CA","THE PURPOSE OF THIS ACTIVITY IS TO THE USAID/MALI WATER INNOVATION ACCELERATOR ACTIVITY.",300000,"2025-01-16","2026-01-15",NA,"MALI","ASST_NON_72068825FA00001_7200","COOPERATIVE AGREEMENT (B)"
"QHF5ZZ114M72","","THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK","TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE","THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK","QHF5ZZ114M72","NEW YORK","NY","THIS ACTIVITY SEEKS TO ADDRESS REMAINING CHALLENGES AND CLOSE PERSISTENT GAPS TO ACHIEVE THE UNAIDS 95-95-95 GOALS AND THEREFORE REACH AND SUSTAIN HIV/AIDS EPIDEMIC CONTROL IN BURUNDI. IT WILL SET UP INTERVENTIONS TO STRENGTHEN THE HEALTH SYSTEM AND TO IMPROVE COMMUNITY ENGAGEMENT, BUILDING ON BEST PRACTICES FROM OTHER PEPFAR ACTIVITIES IMPLEMENTED TO DATE. THE ACTIVITY WILL COMPLEMENT EXISTING USAID/BURUNDI CLINICAL, COMMUNITY HEALTH, AND SOCIAL-BEHAVIOR SERVICES DELIVERY ACTIVITIES.",11799835,"2023-08-11","2028-08-10",NA,"BURUNDI","ASST_NON_72069523CA00002_7200","COOPERATIVE AGREEMENT (B)"
"C1F5LNUF7W86","","TRUSTEES OF TUFTS COLLEGE","TRUSTEES OF TUFTS COLLEGE","TRUSTEES OF TUFTS COLLEGE","WL9FLBRVPJJ7","BOSTON","MA","THIS ACTION SETS UP THE NEW AWARD FOR ANTICIPATORY ACTION",2964727,"2021-09-30","2025-03-28",NA,"UGANDA","ASST_NON_720BHA21CA00044_7200","COOPERATIVE AGREEMENT (B)"
"ECR5E2LU5BL6","","GEORGE WASHINGTON UNIVERSITY (THE)","GEORGE WASHINGTON UNIVERSITY (THE)",NA,NA,"WASHINGTON","DC","THREE YEAR AWARD TO CREATE NEW PROGRAMMING MODELS FOR NON-GENDER BASED VIOLENCE SERVICE ORGANIZATIONS TO   SUPPORT SURVIVORS OF GENDER BASED VIOLENCE.",4424810,"2022-09-09","2025-09-08",NA,"CONGO (KINSHASA)","ASST_NON_720BHA22CA00032_7200","COOPERATIVE AGREEMENT (B)"
"NMJHD63STRC5","","UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.","UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.",NA,NA,"ATHENS","GA","TO SUPPORT HUMANITARIAN INFORMATION MANAGEMENT THROUGH GEOGRAPHIC INFORMATION SYSTEMS, DATA ANALYTICS, AND VISUALIZATIONS",1713275,"2022-10-01","2025-09-30",NA,"UKRAINE","ASST_NON_720BHA22CA00053_7200","COOPERATIVE AGREEMENT (B)"
"ED44Y3W6P7B9","","UNIVERSITY OF ARIZONA","UNIVERSITY OF ARIZONA","AZ ST. SEC. OF STATE","RC5JBKFSQPM6","TUCSON","AZ","TO DEVELOP INDICATORS AND METHODS THAT ENHANCE THE EVIDENCE BASE FOR IMPROVING HUMANITARIAN INVESTMENT IN CLIMATE ADAPTATION PROGRAMMING",999977,"2022-10-01","2025-09-29",NA,"KENYA","ASST_NON_720BHA22CA00062_7200","COOPERATIVE AGREEMENT (B)"
"C1F5LNUF7W86","","TRUSTEES OF TUFTS COLLEGE","TRUSTEES OF TUFTS COLLEGE","TRUSTEES OF TUFTS COLLEGE","WL9FLBRVPJJ7","BOSTON","MA","INCREMENTAL FUNDING - RE-EXAMINING EARLY WARNING SYSTEMS AND HUMANITARIAN RESPONSES IN PASTORAL AREAS OF THE SUDANO-SAHEL AND THE GREATER HORN OF AFRICA",2593378,"2022-10-01","2025-09-30",NA,"CENTRAL AFRICAN REPUBLIC","ASST_NON_720BHA22GR00321_7200","PROJECT GRANT (B)"
"ED44Y3W6P7B9","","UNIVERSITY OF ARIZONA","UNIVERSITY OF ARIZONA",NA,NA,"TUCSON","AZ","NEW COOPERATIVE AGREEMENT TO IMPROVE DISASTER PREPAREDNESS AND PLANNING THROUGH APPLIED AND LOCALIZED   RESEARCH ON CLIMATE ADAPTATION AND DRR IN THE GLOBAL SOUTH AMONG EARLY CAREER AND YOUNG UNIVERSITY   RESEARCHERS.",7000000,"2023-10-01","2028-09-30",NA,"UNITED STATES","ASST_NON_720BHA23CA00029_7200","COOPERATIVE AGREEMENT (B)"
"C1F5LNUF7W86","","TRUSTEES OF TUFTS COLLEGE","TRUSTEES OF TUFTS COLLEGE","TRUSTEES OF TUFTS COLLEGE","S6ZWCYHRQQB3","BOSTON","MA","TO IMPROVE THE IMPACT AND QUALITY OF CROP-RELATED PROJECTS IN HUMANITARIAN SETTINGS.",1788327,"2023-10-15","2026-10-14",NA,"UNITED STATES","ASST_NON_720BHA23CA00032_7200","COOPERATIVE AGREEMENT (B)"
"NTLHJXM55KZ6","","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY",NA,"TEMPE","AZ","THE AWARD SCOPE IS AS FOLLOWS: THIS PROJECT WILL SUPPORT A SHIFT FROM THE CURRENT STATE OF A VICIOUS CYCLE FOR LOCUST OUTBREAKS TO A TARGETED STATE WHERE COMMUNITIES ARE EMPOWERED TO: 1) IMPLEMENT ALTERNATIVE SUSTAINABLE MANAGEMENT, 2) DECREASE THEIR RELIANCE ON SYNTHETIC PESTICIDES, AND 3) CO-CREATE AND BENEFIT FROM GLOBALLY AVAILABLE AND OPEN-ACCESS TOOLS. ALL AIMS WORK TOWARDS STOPPING THE VICIOUS CYCLE.",303622,"2023-04-24","2025-03-23",NA,"SENEGAL","ASST_NON_720BHA23GR00163_7200","PROJECT GRANT (B)"
"FTMTDMBR29C7","","THE JOHNS HOPKINS UNIVERSITY","THE JOHNS HOPKINS UNIVERSITY","JOHNS HOPKINS UNIVERSITY",NA,"BALTIMORE","MD","THIS AWARD WILL SUPPORT RESEARCHING REACTIVE VACCINE CAMPAIGNS IN HUMANITARIAN SETTINGS TO BETTER   UNDERSTAND THE CHALLENGES AND ENABLERS OF REACTIVE VACCINATION CAMPAIGNS IN RESPONSE TO OUTBREAKS IN   HUMANITARIAN SETTINGS.",250000,"2024-06-13","2025-12-12",NA,"UNITED STATES","ASST_NON_720BHA24GR00125_7200","PROJECT GRANT (B)"
"ECR5E2LU5BL6","","GEORGE WASHINGTON UNIVERSITY (THE)","GEORGE WASHINGTON UNIVERSITY (THE)",NA,NA,"WASHINGTON","DC","NEW AWARD TO IMPROVE THE PROVISION OF MENTAL HEALTH AND PSYCHOSOCIAL SUPPORT (MHPSS) SERVICES TO GENDER-  BASED VIOLENCE (GBV) SURVIVORS, BY PUTTING INTO PRACTICE NEW CONSENSUS-BASED GUIDANCE.",1600000,"2024-07-22","2026-07-31",NA,"UNITED STATES","ASST_NON_720BHA24GR00200_7200","PROJECT GRANT (B)"
"FPU6XGFXMBE9","","UNIVERSITY OF NOTRE DAME DU LAC","UNIVERSITY OF NOTRE DAME DU LAC","UNIVERSITY OF NOTRE DAME DU LAC","FPU6XGFXMBE9","NOTRE DAME","IN","AN ASSISTANCE AWARD TO CONDUCT A DEEP-DIVE ON SELECTED LOCAL AND MULTINATIONAL PRIVATE SECTOR   ENGAGEMENTS IN HUMANITARIAN ASSISTANCE TO IDENTIFY OPPORTUNITIES, BARRIERS, AND VALUE-ADDED OF SUCH   ENGAGEMENTS. THE PROJECT SEEKS TO SUPPORT EFFORTS TO PROMOTE EFFECTIVE AND EFFICIENT HUMANITARIAN   ASSISTANCE THAT RESPONDS TO THE NEEDS AND PRIORITIES OF CRISIS-AFFECTED COMMUNITIES, WHILE ALSO BUILDING   LOCAL RESILIENCE AND PROMOTING SUSTAINABLE DEVELOPMENT.",273096,"2024-09-23","2026-03-22",NA,"UNITED STATES","ASST_NON_720BHA24GR00313_7200","PROJECT GRANT (B)"
"PCWWUCWEV363","","BARD COLLEGE","BARD COLLEGE","BARD COLLEGE","PCWWUCWEV363","ANNANDALE ON HUDSON","NY","COMMODITIES PROJECT OF $494,068",494068,"2023-10-01","2025-09-30",NA,"WEST BANK","ASST_NON_720DD122GR00019_7200","PROJECT GRANT (B)"
"ED44Y3W6P7B9","","UNIVERSITY OF ARIZONA","UNIVERSITY OF ARIZONA",NA,NA,"TUCSON","AZ","THE PURPOSE OF THIS AWARD IS TO PROVIDE OFDA WITH SENIOR-LEVEL TECHNICAL EXPERTISE IN ECONOMIC RECOVERY AND MARKET SYSTEMS, HYDROMETEOROLOGICAL HAZARDS, AND HUMANITARIAN COORDINATION AND INFORMATION MANAGEMENT.",7891289,"2020-01-01","2025-12-31",NA,"UNITED STATES","ASST_NON_720FDA20CA00006_7200","COOPERATIVE AGREEMENT (B)"
"HJNQME41NBU4","","WORCESTER POLYTECHNIC INSTITUTE","WORCESTER POLYTECHNIC INSTITUTE","WORCESTER POLYTECHNIC INSTITUTE","HJNQME41NBU4","WORCESTER","MA","CONSTRUCTION AWARD IN THE AMOUNT OF $750,000, INCREMENTALLY FUNDED FOR $650,100",750000,"2018-10-01","2025-03-31",NA,"PARAGUAY","ASST_NON_72ASHA18CA00002_7200","COOPERATIVE AGREEMENT (B)"
"FTMTDMBR29C7","","THE JOHNS HOPKINS UNIVERSITY","JOHNS HOPKINS UNIVERSITY, THE","THE JOHNS HOPKINS UNIVERSITY","FTMTDMBR29C7","BALTIMORE","MD","$1,100,000 TO CONSTRUCT 4 FLOORS OF THE FIRST WING ON THE MAKERERE UNIVERSITY SCHOOL OF PUBLIC HEALTH (MAKSPH) BUILDING TO ACCOMMODATE THE  MAKSPH CENTER OF EXCELLENCE IN GLOBAL HEALTH (MAKCEGH)",1100000,"2020-10-01","2025-12-31",NA,"UGANDA","ASST_NON_72ASHA19CA00004_7200","COOPERATIVE AGREEMENT (B)"
"RN64EPNH8JC6","","UNIVERSITY OF CALIFORNIA, LOS ANGELES","UNIVERSITY OF CALIFORNIA, LOS ANGELES","STATE OF CALIFORNIA CONTROLLERS OFFICE","NUDGYLBB4S99","LOS ANGELES","CA","$458,486.60 COMMODITIES AND CONSTRUCTION AWARD.",458487,"2020-10-01","2025-09-30",NA,"CAMEROON","ASST_NON_72ASHA19CA00005_7200","COOPERATIVE AGREEMENT (B)"
"YRXVL4JYCEF5","","PURDUE UNIVERSITY","PURDUE UNIVERSITY","PURDUE UNIVERSITY","YRXVL4JYCEF5","WEST LAFAYETTE","IN","CONSTRUCTION/RENOVATION AND COMMODITIES PROJECT OF $905,000.00",905000,"2022-10-01","2026-09-30",NA,"KENYA","ASST_NON_72ASHA21CA00004_7200","COOPERATIVE AGREEMENT (B)"
"H1HYA8Z1NTM5","","UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","UNIVERSITY OF KENTUCKY","QUKNKLZ4N889","LEXINGTON","KY","CONSTRUCTION/RENOVATION AND COMMODITIES PROJECT OF $421,681.00",421681,"2022-10-01","2026-09-30",NA,"ECUADOR","ASST_NON_72ASHA21CA00012_7200","COOPERATIVE AGREEMENT (B)"
"GNJ8L4Z27U61","","OREGON STATE UNIVERSITY FOUNDATION","OREGON STATE UNIVERSITY FOUNDATION","OREGON STATE UNIVERSITY FOUNDATION","GNJ8L4Z27U61","CORVALLIS","OR","COMMODITIES PROJECT OF $500,000.00",500000,"2022-10-01","2025-09-30",NA,"BOTSWANA","ASST_NON_72ASHA21GR00001_7200","PROJECT GRANT (B)"
"HTQ6K6NJFHA6","","BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA","BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA","BOARD OF REGENTS OF UNIVERSITY OF NEBRASKA","LF77GRM3FWG5","LINCOLN","NE","COMMODITIES PROJECT OF $300,000.00",300000,"2022-10-01","2025-09-30",NA,"SIERRA LEONE","ASST_NON_72ASHA21GR00003_7200","PROJECT GRANT (B)"
"NNFQH1JAPEP3","","UNIVERSITY OF FLORIDA","UNIVERSITY OF FLORIDA",NA,NA,"GAINESVILLE","FL","THE ACTIVITY SEEKS TO IMPROVE DISEASE RESISTANCE IN CHICKENS THROUGH SELECTIVE BREEDING AND GENOMICS.",1000000,"2024-10-01","2029-09-30",NA,"UNITED STATES","ASST_NON_72REFS24LA00001_7200","COOPERATIVE AGREEMENT (B)"
"FPU6XGFXMBE9","","UNIVERSITY OF NOTRE DAME DU LAC","OFFICE OF RESEARCH","UNIVERSITY OF NOTRE DAME DU LAC","KKBMKNFZ5PJ4","NOTRE DAME","IN","MERLIN - EXPANDING THE REACH OF IMPACT EVALUATION",11145372,"2016-05-17","2025-09-30",NA,"UNITED STATES","ASST_NON_AIDOAAA1600025_7200","COOPERATIVE AGREEMENT (B)"
"WLDGTNCFFJZ3","","BOARD OF REGENTS OF NEVADA SYSTEM OF HIGHER EDUCATION","BOARD OF REGENTS, NSHE, OBO UNIVERSITY OF NEV","STATE OF NEVADA","E2N7LVJCNCW8","RENO","NV","THE WONDERS OF THE MEKONG IN CAMBODIA ACTIVITY SEEKS TO STIMULATE AND INFORM A DISCUSSION OF HOW TO MAKE DEVELOPMENT MORE SUSTAINABLE.",10881925,"2016-09-29","2029-09-30",NA,"CAMBODIA","ASST_NON_AIDOAAA1600057_7200","COOPERATIVE AGREEMENT (B)"
"E2NYLCDML6V1","","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","MIT","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","E2NYLCDML6V1","CAMBRIDGE","MA","THE RECIPIENT WILL DESIGN AND FIELD VALIDATE ULTRA-LOW PRESSURE DRIP IRRIGATION SYSTEMS FOR THE MENA REGION THAT WILL CUT PUMPING ENERGY BY 50% (FOR",7843728,"2016-09-30","2025-09-19",NA,"TUNISIA","ASST_NON_AIDOAAA1600058_7200","COOPERATIVE AGREEMENT (B)"
"FTMTDMBR29C7","","THE JOHNS HOPKINS UNIVERSITY","THE JOHNS HOPKINS UNIVERSITY","JOHNS HOPKINS UNIVERSITY","GS4PNKTRNKL3","BALTIMORE","MD","BREAKTHROUGH ACTION",494213752,"2017-07-21","2025-07-31",NA,"KENYA","ASST_NON_AIDOAAA1700017_7200","COOPERATIVE AGREEMENT (B)"
"NNFQH1JAPEP3","","UNIVERSITY OF FLORIDA","DIVISION OF SPONSORED RESEARCH","BOARD OF GOVERNERS STATE UNIVERSITY SYSTEM OF FLORIDA","D4GCCCMXR1H3","GAINESVILLE","FL","FEED THE FUTURE INNOVATION LAB FOR LIVESTOCK SYSTEMS",34579362,"2015-10-01","2025-09-30",NA,"ETHIOPIA","ASST_NON_AIDOAAL1500003_7200","PROJECT GRANT (B)"
"NNFQH1JAPEP3","","UNIVERSITY OF FLORIDA","UNIVERSITY OF FLORIDA","BOARD OF GOVERNERS STATE UNIVERSITY SYSTEM OF FLORIDA","D4GCCCMXR1H3","GAINESVILLE","FL","LNS KPI DEVELOPMENT PROJECT",946313,"2023-09-14","2025-04-15","2025-04-15 00:00:00","UNITED STATES","CONT_AWD_7200AA23C00105_7200_-NONE-_-NONE-","DEFINITIVE CONTRACT"
"TF2CMKY1HMX9","","GEORGETOWN UNIVERSITY","GEORGETOWN UNIVERSITY","THE GEORGETOWN UNIVERSITY","ZFHYYLPJW7Q1","WASHINGTON","DC","TO ACQUIRE SERVICES FROM GEORGETOWN UNIVERSITY TO TRAIN USAID STAFF TO SERVE AS COACHES IN THE USAID COACHING PROGRAM. THE TOTAL COST IS $367,885.00. PERIOD OF PERFORMANCE: OCTOBER 1, 2023 THROUGH SEPTEMBER 30, 2024.",367885,"2023-09-26","2025-06-30","2025-06-30 00:00:00","UNITED STATES","CONT_AWD_7200AA23P00065_7200_-NONE-_-NONE-","PURCHASE ORDER"
"HJD6G4D6TJY5","","THE LELAND STANFORD JUNIOR UNIVERSITY","THE LELAND STANFORD JUNIOR UNIVERSITY","THE LELAND STANFORD JUNIOR UNIVERSITY","HJD6G4D6TJY5","STANFORD","CA","THE PURPOSE OF THE ONE-YEAR (MARCH 20, 2024-MARCH 19, 2025) LEAD PROGRAM IS TO EQUIP 12 GOAM OFFICIALS AND 1 RELEVANT STAKEHOLDER WITH LEADERSHIP, TECHNICAL AND CHANGE MANAGEMENT SKILLS, AS WELL AS NEW PERSPECTIVES TO PROMOTE PUBLIC ADMINISTRATION RE",244800,"2024-03-19","2025-09-30","2025-09-30 00:00:00","UNITED STATES","CONT_AWD_72011124P00001_7200_-NONE-_-NONE-","PURCHASE ORDER"
"J22LNTMEDP73","","UNIVERSITY OF SOUTH CAROLINA","UNIVERSITY OF SOUTH CAROLINA","UNIVERSITY OF SOUTH CAROLINA","Q93ZDA59ZAR5","COLUMBIA","SC","KOSOVO AND WESTERN BALKANS AREA STUDIES COURSE FOR USAID FOREIGN SERVICE OFFICERS.",0,"2025-01-24","2025-12-20","2025-12-20 00:00:00","KOSOVO","CONT_AWD_72016725P00005_7200_-NONE-_-NONE-","PURCHASE ORDER"
"W4F5GXGBVND3","","DRAPER UNIVERSITY LLC","DRAPER UNIVERSITY LLC","DRAPER UNIVERSITY LLC","W4F5GXGBVND3","SAN MATEO","CA","TO ISSUE A PURCHASE ORDER TRAINING FOR USAID STAFF ON "" EMPOWERING INNOVATION AND ENTREPRENEURSHIP IN THE DEVELOPMENT SECTOR"".  THE TOTAL COST FOR THIS PROGRAM FOR TWO COHORTS IS $300,000, THE FIRST SESSION WILL HAPPEN IN JUNE 2025 AND THE",300000,"2025-01-15","2025-12-30","2025-12-30 00:00:00","INDIA","CONT_AWD_72038625P00005_7200_-NONE-_-NONE-","PURCHASE ORDER"
"Q3KCVK5S9CP1","","FLORIDA INTERNATIONAL UNIVERSITY","FLORIDA INTERNATIONAL UNIVERSITY","BOARD OF GOVERNERS STATE UNIVERSITY SYSTEM OF FLORIDA","D4GCCCMXR1H3","MIAMI","FL","DEIA-M TRAINING SERVICES: CYBERSECURITY CAPACITY STRENGTHENING AND INTEGRATION INTO FOREIGN ASSISTANCE PROGRAMMING",250000,"2023-10-01","2025-03-31","2025-03-31 00:00:00","EL SALVADOR","CONT_AWD_72051923P00009_7200_-NONE-_-NONE-","PURCHASE ORDER"
"EQA8NBEN9WD5","","CORNELL UNIVERSITY","CORNELL UNIVERSITY","CORNELL UNIVERSITY","EQA8NBEN9WD5","ITHACA","NY","PROCUREMENT OF 110 COURSE SEATS AS PART OF THE REGIONAL TRAINING PROGRAM, UNDER THE ECORNELL PLATFORM (GSA CONTRACT NO. GS-02F-170AA).",33249.7,"2024-04-08","2025-10-07","2025-10-07 00:00:00","EL SALVADOR","CONT_AWD_72051924M00001_7200_GS02F170AA_4732","DELIVERY ORDER"
"EQA8NBEN9WD5","","CORNELL UNIVERSITY","CORNELL UNIVERSITY","CORNELL UNIVERSITY","EQA8NBEN9WD5","ITHACA","NY","PROCUREMENT OF 250 COURSE SEATS UNDER THE ECORNELL PLATFORM. GSA CONTRACT NO. GS-02F-170AA.",62972.5,"2024-09-18","2025-09-30","2025-09-30 00:00:00","EL SALVADOR","CONT_AWD_72051924M00002_7200_GS02F170AA_4732","DELIVERY ORDER"
"FTMTDMBR29C7","","THE JOHNS HOPKINS UNIVERSITY","JOHNS HOPKINS UNIVERSITY, THE","THE JOHNS HOPKINS UNIVERSITY","FTMTDMBR29C7","BALTIMORE","MD","THE PURPOSE OF THE TVCA IS TO IDENTIFY AND IMPLEMENT PROVEN, EVIDENCE-BASED VECTOR CONTROL APPROACHES IN TANZANIA. THE TVCA FOCUSES ON INSECTICIDE TREATED BEDNETS (ITNS) THAT INCLUDES DETERMINING THE QUANTITY OF ITNS NEEDED ANNUALLY TO MAINTAIN HIGH",48225209,"2020-07-15","2025-07-14","2025-07-14 00:00:00","TANZANIA","CONT_AWD_72062120C00001_7200_-NONE-_-NONE-","DEFINITIVE CONTRACT"
"MJJXCN1DELJ5","","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MJJXCN1DELJ5","CAMBRIDGE","MA","HKS AI TRAINING MSANTAW",11200,"2024-12-16","2025-08-18","2025-08-18 00:00:00","UNITED STATES","CONT_AWD_720SEC25PC00016_7200_-NONE-_-NONE-","PURCHASE ORDER"
"PCFKGNDRA2B4","","WORLD LEARNING INC.","WORLD LEARNING INC.","WORLD LEARNING INC.","LJUHZSS2B3N1","BRATTLEBORO","VT","IGF::OT::IGF::COMMUNITY CONNECTIONS PROGRAM (CCP) IN BELARUS.",5953929,"2017-09-28","2026-03-31","2026-03-31 00:00:00","UNITED STATES","CONT_AWD_AID113C1700001_7200_-NONE-_-NONE-","DEFINITIVE CONTRACT"
