recipient_uei,IHE,recipient_name,recipient_name_raw,recipient_parent_name,recipient_parent_uei,recipient_city_name,recipient_state_code,prime_award_base_transaction_description,total_obligated_amount,period_of_performance_start_date,period_of_performance_end_date,period_of_performance_potential_end_date,primary_place_of_performance_country_name,generated_unique_award_id,award_type
MBU6HCLNZ431,Y,WAKE FOREST UNIVERSITY,WAKE FOREST UNIVERSITY,WAKE FOREST UNIVERSITY,MBU6HCLNZ431,WINSTON SALEM,NC,"TO IMPROVE BIODIVERSITY CONSERVATION AND SUSTAINABLE DEVELOPMENT IN TWO REGIONS IN THE PERUVIAN AMAZON BY STRENGTHENING REGIONAL SCIENCE CAPACITY TO IMPROVE ASSESSMENT OF THE ENVIRONMENTAL IMPACTS OF ILLEGAL ARTISANAL AND SMALL-SCALE GOLD MINING (ASGM), PRODUCE NEW KNOWLEDGE ON CURRENT AND FUTURE NEGATIVE IMPACTS TO FILL CRITICAL KNOWLEDGE GAPS, AND DEVELOP AND PROMOTE TECHNOLOGICAL INNOVATIONS TO ADVANCE NEW SOLUTIONS FOR LANDSCAPE RECOVERY, SUSTAINABILITY, AND BIODIVERSITY PROTECTION.",6923566,6/1/21,5/31/26,NA,PERU,ASST_NON_72052721CA00005_7200,COOPERATIVE AGREEMENT (B)
HLTMVS2JZBS6,Y,NORTHEASTERN UNIVERSITY,NORTHEASTERN UNIVERSITY,NORTHEASTERN UNIVERSITY,NA,BOSTON,MA,"THE PURPOSE OF THE ACTIVITY IS TO ADVANCE CLIMATE ADAPTATION AND COMMUNITY RESILIENCE PLANNING IN THE CARIBBEAN REGION. THE ACTIVITY WILL IMPLEMENT A CO-LEARNING PROCESS WITH THREE COMMUNITIES IN BARBADOS AND LEVERAGE CIHERC EXPERTISE TO FACILITATE REPLICATION AND SCALING SIMILAR CLIMATE ADAPTATION AND COMMUNITY RESILIENCE PLANNING TOOLS ACROSS THE REGION. THE ACTIVITY SUPPORTS USAID/ESC'S REGIONAL DEVELOPMENT COOPERATION STRATEGY (RDCS) THROUGH REGIONAL DEVELOPMENT OBJECTIVE (RDO) 2 COMMUNITY RESILIENCE STRENGTHENED, INTERMEDIATE RESULTS (IR) 2.2 COMMUNITIES EQUIPPED TO REDUCE VULNERABILITIES.",1000000,4/28/23,6/30/25,NA,BARBADOS,ASST_NON_72053823FA00001_7200,COOPERATIVE AGREEMENT (B)
M2FFKJRY6MB3,Y,"UNIVERSITY OF CALIFORNIA, LOS ANGELES","UNIVERSITY OF CALIFORNIA, LOS ANGELES",STATE OF CALIFORNIA CONTROLLERS OFFICE,NUDGYLBB4S99,LOS ANGELES,CA,THE PURPOSE OF THIS ACTION IS TO REQUEST A FULL APPLICATION ON THE POSITIONING SHADE-GROWN CACAO TO IMPROVE CONSERVATION AND RURAL LIVELIHOODS PROJECT,800000,9/1/21,8/31/26,NA,CONGO (KINSHASA),ASST_NON_72060521CA00003_7200,COOPERATIVE AGREEMENT (B)
JF2BLNN4PJC3,Y,FLORIDA STATE UNIVERSITY,FLORIDA STATE UNIVERSITY,BOARD OF GOVERNERS STATE UNIVERSITY SYSTEM OF FLORIDA,D4GCCCMXR1H3,TALLAHASSEE,FL,TRANSFORMING TEACHER EDUCATION IN ZAMBIA,11091143,9/30/20,9/29/25,NA,ZAMBIA,ASST_NON_72061120CA00006_7200,COOPERATIVE AGREEMENT (B)
NM1MLG7N8577,Y,BAYLOR COLLEGE OF MEDICINE CHILDRENS FOUNDATION MALAWI,BAYLOR COLLEGE OF MEDICINE CH ILDRENS FOUNDATION MALAWI,NA,NA,NA,NA,"THE GOAL OF THE CORE ACTIVITY IS TO REDUCE NEW HIV INFECTIONS AND HIV MORBIDITY AND MORTALITY RATES IN MALAWI THROUGH INCREASING ACCESS TO AND UTILIZATION OF HIGH-QUALITY, COMPREHENSIVE SERVICES ACROSS THE CONTINUUM OF HIV TREATMENT AND CARE WITHIN THE SUB-NATIONAL UNITS (SNUS) OR DISTRICTS WHERE IT OPERATES.",65344239,6/9/21,6/8/26,NA,MALAWI,ASST_NON_72061221CA00011_7200,COOPERATIVE AGREEMENT (B)
JF2BLNN4PJC3,Y,FLORIDA STATE UNIVERSITY,FLORIDA STATE UNIVERSITY,BOARD OF GOVERNERS STATE UNIVERSITY SYSTEM OF FLORIDA,D4GCCCMXR1H3,TALLAHASSEE,FL,STRENGTHENING TEACHER EDUCATION AND PRACTICE ACTIVITY IN MALAWI (STEP) THE OBJECTIVE OF THE STRENGTHENING TEACHER EDUCATION AND PRACTICE (STEP) ACTIVITY IS TO STRENGTHEN THE HIGHER EDUCATION SYSTEMS TO TRAIN TEACHERS IN EARLY GRADE INSTRUCTION AND PROVIDE PATHWAYS OF CONTINUOUS PROFESSIONAL DEVELOPMENT FOR TEACHERS TO EXCEL IN THEIR DISCIPLINE AND AT THE PRIMARY SCHOOL LEVEL,15600000,1/20/22,1/19/27,NA,MALAWI,ASST_NON_72061222CA00001_7200,COOPERATIVE AGREEMENT (B)
W4TERRVQDRE8,Y,MICHIGAN STATE UNIVERSITY FOUNDATION,MICHIGAN STATE UNIVERSITY FOUNDATION,MICHIGAN STATE UNIVERSITY,VJKZC4D1JN36,EAST LANSING,MI,TRANSFORMING HIGHER EDUCATION SYSTEMS ACTIVITY IN MALAWI,15942154,10/14/22,10/18/27,NA,MALAWI,ASST_NON_72061223CA00001_7200,COOPERATIVE AGREEMENT (B)
R28EKN92ZTZ9,Y,MICHIGAN STATE UNIVERSITY,MICHIGAN STATE UNIVERSITY,MICHIGAN STATE UNIVERSITY,VJKZC4D1JN36,EAST LANSING,MI,"ECONOMIC GROWTH POLICY ACTIVITY - THE GOAL OF THIS PROJECT IS TO STRENGTHEN EVIDENCE-BASED, COUNTRY-LED, INCLUSIVE AND CONSULTATIVE POLICY FORMULATION AND IMPLEMENTATION THAT UNLOCKS AND ADVANCES AGRICULTURE AND NATURAL RESOURCE-LED, CLIMATE-RESILIENT, AND INCLUSIVE COMMERCIALIZATION AND INDUSTRIALIZATION  ALIGNED TO MALAWI'S VISION 2063 THAT RESULTS IN STRONGER, INDEPENDENT INSTITUTIONS, INCREASED PUBLIC-PRIVATE COLLABORATION IN POLICY MAKING, BETTER TARGETED AND ALIGNED PUBLIC RESOURCE ALLOCATIONS, STRENGTHENED CLIMATE-RESILIENT FOOD SYSTEMS, AND IMPROVED ECONOMIC OUTCOMES THROUGH JOBS, INCOMES, TRADE, AND INVESTMENT AND GDP CONTRIBUTIONS",2360000,6/2/23,6/1/28,NA,MALAWI,ASST_NON_72061223LA00001_7200,COOPERATIVE AGREEMENT (B)
N72VCGX13AL6,Y,STRATHMORE UNIVERSITY,STRATHMORE UNIVERSITY,NA,NA,NA,NA,THE PURPOSE OF COUNTY BUSINESS CENTERS PROGRAM IS TO STRENGTHEN KENYA'S ECONOMIC COMPETITIVENESS AND ITS PROSPECTS FOR SUSTAINED GROWTH. THE PROGRAM WILL TRANSFER BEST PRACTICES IN BUSINESS DEVELOPMENT AND ADVISORY SERVICES TO A LOCAL NETWORK OF COUNTY-BASED BUSINESS CENTERS,8485873,5/11/21,5/10/26,NA,KENYA,ASST_NON_72061521CA00016_7200,COOPERATIVE AGREEMENT (B)
R28EKN92ZTZ9,Y,MICHIGAN STATE UNIVERSITY,MICHIGAN STATE UNIVERSITY,MICHIGAN STATE UNIVERSITY,VJKZC4D1JN36,EAST LANSING,MI,USAID EMPOWERED YOUTH,4798122,7/27/21,7/26/26,NA,KENYA,ASST_NON_72061521CA00019_7200,COOPERATIVE AGREEMENT (B)
FTMTDMBR29C7,Y,THE JOHNS HOPKINS UNIVERSITY,"JOHNS HOPKINS UNIVERSITY, THE",THE JOHNS HOPKINS UNIVERSITY,FTMTDMBR29C7,BALTIMORE,MD,"THE SBC ACTIVITY SEEKS TO TRANSFORM HOUSEHOLDS, COMMUNITIES AND SYSTEMS FOR IMPROVED HEALTH AND DEVELOPMENT OUTCOMES THROUGH SOCIAL AND BEHAVIOR CHANGE. IT WILL CONTRIBUTE TO THE ACHIEVEMENT OF HEALTH AND DEVELOPMENT OUTCOMES THROUGH IMPROVED ADOPTION OF HEALTH BEHAVIORS (E.G. INCREASED, CONSISTENT, AND CORRECT USE OF MOSQUITO NETS; INCREASED ADHERENCE TO ARVS) AT INDIVIDUAL, HOUSEHOLD, AND COMMUNITY LEVELS. THIS ACTIVITY WILL WORK WITH THE GOU, IMPLEMENTING PARTNERS AND STAKEHOLDERS TO IMPLEMENT AND SCALE UP QUALITY SBC INTERVENTIONS THAT DIRECTLY AFFECT THE INTERNAL, STRUCTURAL AND SOCIAL FACTORS IN ORDER TO INCREASE ADOPTION OF IMPROVED HEALTH BEHAVIORS AND ULTIMATELY IMPACT HEALTH AND DEVELOPMENT OUTCOMES. THE ACTIVITY WILL ACCOMPLISH RESULTS THROUGH FOUR INTERMEDIATE RESULTS:",38537553,3/20/20,9/30/25,NA,UGANDA,ASST_NON_72061720CA00005_7200,COOPERATIVE AGREEMENT (B)
CED7ZRB5QWP5,Y,BAYLOR COLLEGE OF MEDICINE CHILDRENS FOUNDATION UGANDA,BAYLOR COLLEGE OF MEDICINE CHILDRENS FOUNDATION-UGANDA,NA,NA,NA,NA,TO SUPPORT THE IMPLEMENTATION OF DISTRICT-BASED INTEGRATED HIV/AIDS AND TB SERVICES IN EASTERN UGANDA.,26736821,10/21/21,10/21/26,NA,UGANDA,ASST_NON_72061722CA00002_7200,COOPERATIVE AGREEMENT (B)
TQCJUED1WEF9,Y,GALLAUDET UNIVERSITY,GALLAUDET UNIVERSITY,GALLAUDET UNIVERSITY,TQCJUED1WEF9,WASHINGTON,DC,THE PURPOSE OF THIS PROGRAM IS TO MEET THE FOLLOWING OBJECTIVE: USAID/NIGERIA E3 ACTIVITY WILL STRENGTHENING EDUCATION SYSTEMS AND LOCAL CAPACITY TO REDUCE EDUCATIONAL DISPARITIES FACED BY DEAF AND HARD OF HEARING STUDENTS IN NIGERIA. USAID/NIGERIA EXPECTS THAT THIS PARTNERSHIP WILL ATTRACT ADDITIONAL NIGERIAN PUBLIC AND PRIVATE SECTOR STAKEHOLDERS WITH AN INTEREST IN IMPROVING EDUCATIONAL AND EMPLOYMENT OPPORTUNITIES FOR DEAF/HARD OF HEARING/DEAF-BLIND (D/HH/DB) TO CONTINUE THE WORK SEEDED BY THIS USAID INVESTMENT. THIS WILL PAVE THE WAY FOR SUSTAINABLE DEVELOPMENT OF THE GAIN CONCEPT IN NIGERIA AND SERVE AS A MODEL FOR INCLUSIVE TERTIARY EDUCATION ACROSS AFRICA.,2765000,5/5/21,4/30/26,NA,NIGERIA,ASST_NON_72062021CA00003_7200,COOPERATIVE AGREEMENT (B)
R28EKN92ZTZ9,Y,MICHIGAN STATE UNIVERSITY,MICHIGAN STATE UNIVERSITY,MICHIGAN STATE UNIVERSITY,VJKZC4D1JN36,EAST LANSING,MI,NONE,1500000,4/15/24,4/14/29,NA,NIGERIA,ASST_NON_72062024LA00001_7200,COOPERATIVE AGREEMENT (B)
R28EKN92ZTZ9,Y,MICHIGAN STATE UNIVERSITY,MICHIGAN STATE UNIVERSITY,MICHIGAN STATE UNIVERSITY,VJKZC4D1JN36,EAST LANSING,MI,"ACCELERATE ADOPTION OF MORE EFFECTIVE POLICIES AND PROGRAMS TO DRIVE BROAD-BASED AGRICULTURAL SECTOR GROWTH, IMPROVED HOUSEHOLD FOOD SECURITY AND NUTRITION, AND REDUCED POVERTY IN TANZANIA.",9000000,1/1/20,12/31/25,NA,TANZANIA,ASST_NON_72062119LA00001_7200,COOPERATIVE AGREEMENT (B)
NPU8ULVAAS23,Y,"UNIVERSITY OF MARYLAND, COLLEGE PARK","UNIVERSITY OF MARYLAND, COLLEGE PARK",UNIVERSITY SYSTEM OF MARYLAND,KMGEN62NKEM9,COLLEGE PARK,MD,¿ PROMOTE SOCIAL COHESION IN TARGET COMMUNITIES  ¿ BUILD CAPACITY OF THE MEDIA SECTOR TO COUNTER VIOLENT EXTREMIST ORGANIZATION (VEO) NARRATIVES  ¿ PROMOTE INSTITUTIONAL AND STAKEHOLDER COLLABORATION AND COORDINATION FOR PEACEBUILDING,1200000,11/30/22,11/29/27,NA,GHANA,ASST_NON_72064122CA00003_7200,COOPERATIVE AGREEMENT (B)
R28EKN92ZTZ9,Y,MICHIGAN STATE UNIVERSITY,MICHIGAN STATE UNIVERSITY,MICHIGAN STATE UNIVERSITY,VJKZC4D1JN36,EAST LANSING,MI,"MOZAMBIQUE UNIVERSITY CAREER DEVELOPMENT CENTERS ADDENDUM, HIGHER EDUCATION FOR LEADERSHIP, INNOVATION, AND EXCHANGE (HELIX)",3506825,9/27/21,9/26/27,NA,MOZAMBIQUE,ASST_NON_72065621CA00007_7200,COOPERATIVE AGREEMENT (B)
FTMTDMBR29C7,Y,THE JOHNS HOPKINS UNIVERSITY,"JOHNS HOPKINS UNIVERSITY, THE",THE JOHNS HOPKINS UNIVERSITY,FTMTDMBR29C7,BALTIMORE,MD,"FIGHTING MALARIA WITH SOCIAL AND BEHAVIORAL CHANGE (FMSBC) PROGRAM IN MOZAMBIQUE:  THE PURPOSE OF THIS   ACTIVITY IS TO INCREASE ADOPTION AND MAINTENANCE OF MALARIA PREVENTION AND TREATMENT BEHAVIORS IN TARGET AREAS OF   MOZAMBIQUE THROUGH THE USE OF EVIDENCE-BASED AND THEORY-DRIVEN SOCIAL AND BEHAVIOR CHANGE (SBC) ACTIVITIES.   THIS WILL BE ACHIEVED THROUGH THE INCREASED AND IMPROVED MALARIA SOCIAL AND BEHAVIORAL CHANGE (SBC) DESIGN,   IMPLEMENTATION, AND MONITORING BY MINISTRY OF HEALTH AND IMPLEMENTATION PARTNERS.  THIS ACTIVITY WILL TAKE PLACE IN   THE PROVINCES OF NAMPULA, ZAMBEZIA, MANICA AND CABO DELGADO FOR 5 FIVE YEARS.",6267667,9/19/22,9/18/27,NA,MOZAMBIQUE,ASST_NON_72065622CA00011_7200,COOPERATIVE AGREEMENT (B)
QHF5ZZ114M72,Y,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,QHF5ZZ114M72,NEW YORK,NY,MALARIA DIAGNOSIS AND TREATMENT ACTIVITY,29900079,1/24/18,9/13/25,NA,ETHIOPIA,ASST_NON_72066318CA00005_7200,COOPERATIVE AGREEMENT (B)
NMJHD63STRC5,Y,"UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.","UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.",NA,NA,ATHENS,GA,"CENTER OF EXCELLENCE FOR FORESTRY, BIODIVERSITY, AND CONSERVATION LEADERSHIP AND GREEN ENTERPRISE DEVELOPMENT IN LIBERIA",4060000,10/21/22,10/20/27,NA,LIBERIA,ASST_NON_72066923CA00002_7200,COOPERATIVE AGREEMENT (B)
KTA9J65DGKN9,Y,BAYLOR COLLEGE OF MEDICINE CHILDREN'S FOUNDATION - LESOTHO,BAYLOR COLLEGE OF MEDICINE CHILDREN'S FOUNDATION - LESOTHO,NA,NA,NA,NA,"THE PURPOSE OF THE LEADR ACTIVITY IS TO PROVIDE EFFECTIVE DECENTRALIZED, DIFFERENTIATED, AND INTEGRATED FACILITY AND COMMUNITY SERVICES TO MAXIMIZE EQUITABLE ACCESS TO COMPREHENSIVE HIV, TB, AND COVID-19 INTERVENTIONS THROUGH A PRIMARY HEALTH CARE APPROACH TO ENSURE THAT CLIENTS HAVE ACCESS TO HOLISTIC SERVICES.",8500000,4/24/23,4/23/26,NA,LESOTHO,ASST_NON_72067423FA00005_7200,PROJECT GRANT (B)
ED44Y3W6P7B9,Y,UNIVERSITY OF ARIZONA,UNIVERSITY OF ARIZONA,NA,NA,TUCSON,AZ,NIGER RESILIENCE AND AGRIBUSINESS MASTERS PROGRAM ACTIVITY'S PURPOSE WILL BE TO STRENGTHEN THE HUMAN AND INSTITUTIONAL CAPACITY OF NIGERIEN PUBLIC UNIVERSITIES TO DESIGN AND DELIVER ACADEMIC COURSEWORK LEADING TO A MASTER'S DEGREE IN AGRIBUSINESS.,1954000,10/18/23,10/17/28,NA,NIGER,ASST_NON_72068523CA00003_7200,COOPERATIVE AGREEMENT (B)
YN2JWTVV9F85,Y,UNIVERSITY OF RHODE ISLAND,UNIVERSITY OF RHODE ISLAND,STATE OF RHODE ISLAND,NSA8T7PLC9K3,KINGSTON,RI,"THE PURPOSE OF THE USAID RIAKE, A MARINE ACTIVITY FOR THE USAID MADAGASCAR CONSERVATION, COMMUNITIES AND SUSTAINABLE DEVELOPMENT PROGRAM IS RESILIENT AND EMPOWERED COMMUNITIES THAT INHERIT AND MAINTAIN BIODIVERSE, WELL-MANAGED, SECURE, AND SUSTAINABLE MARINE ECOSYSTEMS.",3500000,5/2/24,5/1/29,NA,MADAGASCAR,ASST_NON_72068724CA00005_7200,COOPERATIVE AGREEMENT (B)
W4F5GXGBVND3,Y,DRAPER UNIVERSITY LLC,DRAPER UNIVERSITY LLC,NA,NA,SAN MATEO,CA,THE PURPOSE OF THIS ACTIVITY IS TO THE USAID/MALI WATER INNOVATION ACCELERATOR ACTIVITY.,300000,1/16/25,1/15/26,NA,MALI,ASST_NON_72068825FA00001_7200,COOPERATIVE AGREEMENT (B)
QHF5ZZ114M72,Y,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,QHF5ZZ114M72,NEW YORK,NY,"THIS ACTIVITY SEEKS TO ADDRESS REMAINING CHALLENGES AND CLOSE PERSISTENT GAPS TO ACHIEVE THE UNAIDS 95-95-95 GOALS AND THEREFORE REACH AND SUSTAIN HIV/AIDS EPIDEMIC CONTROL IN BURUNDI. IT WILL SET UP INTERVENTIONS TO STRENGTHEN THE HEALTH SYSTEM AND TO IMPROVE COMMUNITY ENGAGEMENT, BUILDING ON BEST PRACTICES FROM OTHER PEPFAR ACTIVITIES IMPLEMENTED TO DATE. THE ACTIVITY WILL COMPLEMENT EXISTING USAID/BURUNDI CLINICAL, COMMUNITY HEALTH, AND SOCIAL-BEHAVIOR SERVICES DELIVERY ACTIVITIES.",11799835,8/11/23,8/10/28,NA,BURUNDI,ASST_NON_72069523CA00002_7200,COOPERATIVE AGREEMENT (B)
C1F5LNUF7W86,Y,TRUSTEES OF TUFTS COLLEGE,TRUSTEES OF TUFTS COLLEGE,TRUSTEES OF TUFTS COLLEGE,WL9FLBRVPJJ7,BOSTON,MA,THIS ACTION SETS UP THE NEW AWARD FOR ANTICIPATORY ACTION,2964727,9/30/21,3/28/25,NA,UGANDA,ASST_NON_720BHA21CA00044_7200,COOPERATIVE AGREEMENT (B)
ECR5E2LU5BL6,Y,GEORGE WASHINGTON UNIVERSITY (THE),GEORGE WASHINGTON UNIVERSITY (THE),NA,NA,WASHINGTON,DC,THREE YEAR AWARD TO CREATE NEW PROGRAMMING MODELS FOR NON-GENDER BASED VIOLENCE SERVICE ORGANIZATIONS TO   SUPPORT SURVIVORS OF GENDER BASED VIOLENCE.,4424810,9/9/22,9/8/25,NA,CONGO (KINSHASA),ASST_NON_720BHA22CA00032_7200,COOPERATIVE AGREEMENT (B)
NMJHD63STRC5,Y,"UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.","UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.",NA,NA,ATHENS,GA,"TO SUPPORT HUMANITARIAN INFORMATION MANAGEMENT THROUGH GEOGRAPHIC INFORMATION SYSTEMS, DATA ANALYTICS, AND VISUALIZATIONS",1713275,10/1/22,9/30/25,NA,UKRAINE,ASST_NON_720BHA22CA00053_7200,COOPERATIVE AGREEMENT (B)
ED44Y3W6P7B9,Y,UNIVERSITY OF ARIZONA,UNIVERSITY OF ARIZONA,AZ ST. SEC. OF STATE,RC5JBKFSQPM6,TUCSON,AZ,TO DEVELOP INDICATORS AND METHODS THAT ENHANCE THE EVIDENCE BASE FOR IMPROVING HUMANITARIAN INVESTMENT IN CLIMATE ADAPTATION PROGRAMMING,999977,10/1/22,9/29/25,NA,KENYA,ASST_NON_720BHA22CA00062_7200,COOPERATIVE AGREEMENT (B)
C1F5LNUF7W86,Y,TRUSTEES OF TUFTS COLLEGE,TRUSTEES OF TUFTS COLLEGE,TRUSTEES OF TUFTS COLLEGE,WL9FLBRVPJJ7,BOSTON,MA,INCREMENTAL FUNDING - RE-EXAMINING EARLY WARNING SYSTEMS AND HUMANITARIAN RESPONSES IN PASTORAL AREAS OF THE SUDANO-SAHEL AND THE GREATER HORN OF AFRICA,2593378,10/1/22,9/30/25,NA,CENTRAL AFRICAN REPUBLIC,ASST_NON_720BHA22GR00321_7200,PROJECT GRANT (B)
ED44Y3W6P7B9,Y,UNIVERSITY OF ARIZONA,UNIVERSITY OF ARIZONA,NA,NA,TUCSON,AZ,NEW COOPERATIVE AGREEMENT TO IMPROVE DISASTER PREPAREDNESS AND PLANNING THROUGH APPLIED AND LOCALIZED   RESEARCH ON CLIMATE ADAPTATION AND DRR IN THE GLOBAL SOUTH AMONG EARLY CAREER AND YOUNG UNIVERSITY   RESEARCHERS.,7000000,10/1/23,9/30/28,NA,UNITED STATES,ASST_NON_720BHA23CA00029_7200,COOPERATIVE AGREEMENT (B)
C1F5LNUF7W86,Y,TRUSTEES OF TUFTS COLLEGE,TRUSTEES OF TUFTS COLLEGE,TRUSTEES OF TUFTS COLLEGE,S6ZWCYHRQQB3,BOSTON,MA,TO IMPROVE THE IMPACT AND QUALITY OF CROP-RELATED PROJECTS IN HUMANITARIAN SETTINGS.,1788327,10/15/23,10/14/26,NA,UNITED STATES,ASST_NON_720BHA23CA00032_7200,COOPERATIVE AGREEMENT (B)
NTLHJXM55KZ6,Y,ARIZONA STATE UNIVERSITY,ARIZONA STATE UNIVERSITY,ARIZONA STATE UNIVERSITY,NA,TEMPE,AZ,"THE AWARD SCOPE IS AS FOLLOWS: THIS PROJECT WILL SUPPORT A SHIFT FROM THE CURRENT STATE OF A VICIOUS CYCLE FOR LOCUST OUTBREAKS TO A TARGETED STATE WHERE COMMUNITIES ARE EMPOWERED TO: 1) IMPLEMENT ALTERNATIVE SUSTAINABLE MANAGEMENT, 2) DECREASE THEIR RELIANCE ON SYNTHETIC PESTICIDES, AND 3) CO-CREATE AND BENEFIT FROM GLOBALLY AVAILABLE AND OPEN-ACCESS TOOLS. ALL AIMS WORK TOWARDS STOPPING THE VICIOUS CYCLE.",303622,4/24/23,3/23/25,NA,SENEGAL,ASST_NON_720BHA23GR00163_7200,PROJECT GRANT (B)
FTMTDMBR29C7,Y,THE JOHNS HOPKINS UNIVERSITY,THE JOHNS HOPKINS UNIVERSITY,JOHNS HOPKINS UNIVERSITY,NA,BALTIMORE,MD,THIS AWARD WILL SUPPORT RESEARCHING REACTIVE VACCINE CAMPAIGNS IN HUMANITARIAN SETTINGS TO BETTER   UNDERSTAND THE CHALLENGES AND ENABLERS OF REACTIVE VACCINATION CAMPAIGNS IN RESPONSE TO OUTBREAKS IN   HUMANITARIAN SETTINGS.,250000,6/13/24,12/12/25,NA,UNITED STATES,ASST_NON_720BHA24GR00125_7200,PROJECT GRANT (B)
ECR5E2LU5BL6,Y,GEORGE WASHINGTON UNIVERSITY (THE),GEORGE WASHINGTON UNIVERSITY (THE),NA,NA,WASHINGTON,DC,"NEW AWARD TO IMPROVE THE PROVISION OF MENTAL HEALTH AND PSYCHOSOCIAL SUPPORT (MHPSS) SERVICES TO GENDER-  BASED VIOLENCE (GBV) SURVIVORS, BY PUTTING INTO PRACTICE NEW CONSENSUS-BASED GUIDANCE.",1600000,7/22/24,7/31/26,NA,UNITED STATES,ASST_NON_720BHA24GR00200_7200,PROJECT GRANT (B)
FPU6XGFXMBE9,Y,UNIVERSITY OF NOTRE DAME DU LAC,UNIVERSITY OF NOTRE DAME DU LAC,UNIVERSITY OF NOTRE DAME DU LAC,FPU6XGFXMBE9,NOTRE DAME,IN,"AN ASSISTANCE AWARD TO CONDUCT A DEEP-DIVE ON SELECTED LOCAL AND MULTINATIONAL PRIVATE SECTOR   ENGAGEMENTS IN HUMANITARIAN ASSISTANCE TO IDENTIFY OPPORTUNITIES, BARRIERS, AND VALUE-ADDED OF SUCH   ENGAGEMENTS. THE PROJECT SEEKS TO SUPPORT EFFORTS TO PROMOTE EFFECTIVE AND EFFICIENT HUMANITARIAN   ASSISTANCE THAT RESPONDS TO THE NEEDS AND PRIORITIES OF CRISIS-AFFECTED COMMUNITIES, WHILE ALSO BUILDING   LOCAL RESILIENCE AND PROMOTING SUSTAINABLE DEVELOPMENT.",273096,9/23/24,3/22/26,NA,UNITED STATES,ASST_NON_720BHA24GR00313_7200,PROJECT GRANT (B)
PCWWUCWEV363,Y,BARD COLLEGE,BARD COLLEGE,BARD COLLEGE,PCWWUCWEV363,ANNANDALE ON HUDSON,NY,"COMMODITIES PROJECT OF $494,068",494068,10/1/23,9/30/25,NA,WEST BANK,ASST_NON_720DD122GR00019_7200,PROJECT GRANT (B)
ED44Y3W6P7B9,Y,UNIVERSITY OF ARIZONA,UNIVERSITY OF ARIZONA,NA,NA,TUCSON,AZ,"THE PURPOSE OF THIS AWARD IS TO PROVIDE OFDA WITH SENIOR-LEVEL TECHNICAL EXPERTISE IN ECONOMIC RECOVERY AND MARKET SYSTEMS, HYDROMETEOROLOGICAL HAZARDS, AND HUMANITARIAN COORDINATION AND INFORMATION MANAGEMENT.",7891289,1/1/20,12/31/25,NA,UNITED STATES,ASST_NON_720FDA20CA00006_7200,COOPERATIVE AGREEMENT (B)
HJNQME41NBU4,Y,WORCESTER POLYTECHNIC INSTITUTE,WORCESTER POLYTECHNIC INSTITUTE,WORCESTER POLYTECHNIC INSTITUTE,HJNQME41NBU4,WORCESTER,MA,"CONSTRUCTION AWARD IN THE AMOUNT OF $750,000, INCREMENTALLY FUNDED FOR $650,100",750000,10/1/18,3/31/25,NA,PARAGUAY,ASST_NON_72ASHA18CA00002_7200,COOPERATIVE AGREEMENT (B)
FTMTDMBR29C7,Y,THE JOHNS HOPKINS UNIVERSITY,"JOHNS HOPKINS UNIVERSITY, THE",THE JOHNS HOPKINS UNIVERSITY,FTMTDMBR29C7,BALTIMORE,MD,"$1,100,000 TO CONSTRUCT 4 FLOORS OF THE FIRST WING ON THE MAKERERE UNIVERSITY SCHOOL OF PUBLIC HEALTH (MAKSPH) BUILDING TO ACCOMMODATE THE  MAKSPH CENTER OF EXCELLENCE IN GLOBAL HEALTH (MAKCEGH)",1100000,10/1/20,12/31/25,NA,UGANDA,ASST_NON_72ASHA19CA00004_7200,COOPERATIVE AGREEMENT (B)
RN64EPNH8JC6,Y,"UNIVERSITY OF CALIFORNIA, LOS ANGELES","UNIVERSITY OF CALIFORNIA, LOS ANGELES",STATE OF CALIFORNIA CONTROLLERS OFFICE,NUDGYLBB4S99,LOS ANGELES,CA,"$458,486.60 COMMODITIES AND CONSTRUCTION AWARD.",458487,10/1/20,9/30/25,NA,CAMEROON,ASST_NON_72ASHA19CA00005_7200,COOPERATIVE AGREEMENT (B)
YRXVL4JYCEF5,Y,PURDUE UNIVERSITY,PURDUE UNIVERSITY,PURDUE UNIVERSITY,YRXVL4JYCEF5,WEST LAFAYETTE,IN,"CONSTRUCTION/RENOVATION AND COMMODITIES PROJECT OF $905,000.00",905000,10/1/22,9/30/26,NA,KENYA,ASST_NON_72ASHA21CA00004_7200,COOPERATIVE AGREEMENT (B)
