recipient_uei,IHE,recipient_name,recipient_name_raw,recipient_parent_name,recipient_parent_uei,recipient_city_name,recipient_state_code,prime_award_base_transaction_description,total_obligated_amount,period_of_performance_start_date,period_of_performance_end_date,period_of_performance_potential_end_date,primary_place_of_performance_country_name,generated_unique_award_id,award_type
Z633R6ETWCM3,N,AMERICAN UNIVERSITY IN KOSOVO FOUNDATION INC,AMERICAN UNIVERSITY IN KOSOVO FOUNDATION INC,NA,NA,WHITEFIELD,ME,"COMMODITIES PROJECT OF $670,000.00",670000,10/1/22,3/31/25,NA,KOSOVO,ASST_NON_72ASHA21GR00008_7200,PROJECT GRANT (B)
Y7NJVPPF8KW3,N,FOUNDATION OF THE UNIVERSITY OF THE VALLEY OF GUATEMALA,"US FOUNDATION OF THE UNIVERSITY OF THE VALLEY OF GUATEMALA, THE",NA,NA,PRINCETON,NJ,"COMMODITIES PROJECT OF $1,400,000.00",1400000,10/1/22,9/30/25,NA,GUATEMALA,ASST_NON_72ASHA21GR00010_7200,PROJECT GRANT (B)
XANUCRLGSEQ7,N,"AMERICAN UNIVERSITY IN CAIRO, THE","AMERICAN UNIVERSITY IN CAIRO, THE","AMERICAN UNIVERSITY IN CAIRO, THE",XANUCRLGSEQ7,NEW YORK,NY,"COMMODITIES PROJECT OF $1,065,000.00",1065000,10/1/22,3/31/25,NA,EGYPT,ASST_NON_72ASHA21GR00011_7200,PROJECT GRANT (B)
K3FTKNNFFNN4,N,"AMERICAN COMMITTEE FOR THE WEIZMANN INSTITUTE OF SCIENCE, INC.","AMERICAN COMMITTEE FOR THE WEIZMANN INSTITUTE OF SCIENCE, INC.","AMERICAN COMMITTEE FOR THE WEIZMANN INSTITUTE OF SCIENCE, INC.",TTJ6FS24N4P5,NEW YORK,NY,"COMMODITIES PROJECT OF $1,275,000.00",1275000,10/1/22,6/30/25,NA,ISRAEL,ASST_NON_72ASHA21GR00014_7200,PROJECT GRANT (B)
FMVHVXQBBED5,N,LEBANESE AMERICAN UNIVERSITY,LEBANESE AMERICAN UNIVERSITY,LEBANESE AMERICAN UNIVERSITY,FMVHVXQBBED5,NEW YORK,NY,"COMMODITIES PROJECT OF $1,500,000.00",1500000,10/1/22,3/31/25,NA,LEBANON,ASST_NON_72ASHA21GR00015_7200,PROJECT GRANT (B)
XANUCRLGSEQ7,N,"AMERICAN UNIVERSITY IN CAIRO, THE","AMERICAN UNIVERSITY IN CAIRO, THE","AMERICAN UNIVERSITY IN CAIRO, THE",XANUCRLGSEQ7,NEW YORK,NY,UNIVERSITY CENTERS FOR CAREER DEVELOPMENT (UCCD),51297565,8/30/17,9/19/27,NA,EGYPT,ASST_NON_AID263A1700002_7200,COOPERATIVE AGREEMENT (B)
LKTNULLR6FL6,N,JSI RESEARCH & TRAINING INSTITUTE INC,"JSI RESEARCH AND TRAINING INSTITUTE, INC.",JSI RESEARCH & TRAINING INSTITUTE INC,LKTNULLR6FL6,BOSTON,MA,INTEGRATED HEALTH SYSTEM STRENGTHENING AND SERVICE DELIVERY ACTIVITY,95505987,9/28/17,9/27/25,NA,PAKISTAN,ASST_NON_AID391A1700002_7200,COOPERATIVE AGREEMENT (B)
KZ2UGRDKFNJ6,N,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,KZ2UGRDKFNJ6,LITTLE ROCK,AR,USAID ASIA COUNTER TRAFFICKING IN PERSONS (USAID ASIA CTIP),18908737,12/21/16,9/30/26,NA,THAILAND,ASST_NON_AID486L1700001_7200,PROJECT GRANT (B)
KZ2UGRDKFNJ6,N,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,KZ2UGRDKFNJ6,LITTLE ROCK,AR,USAID THAILAND COUNTER TRAFFICKING IN PERSONS (USAID THAILAND CTIP),18279000,9/18/17,9/17/27,NA,THAILAND,ASST_NON_AID486LA1700001_7200,COOPERATIVE AGREEMENT (B)
KZ2UGRDKFNJ6,N,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,KZ2UGRDKFNJ6,LITTLE ROCK,AR,USAID LAO PDR COUNTER-TRAFFICKING IN PERSONS PROGRAM,10330000,9/25/17,9/24/27,NA,LAOS,ASST_NON_AID486LA1700003_7200,COOPERATIVE AGREEMENT (B)
LKTNULLR6FL6,N,JSI RESEARCH & TRAINING INSTITUTE INC,"JSI RESEARCH AND TRAINING INSTITUTE,INC.",JSI RESEARCH & TRAINING INSTITUTE INC,LKTNULLR6FL6,BOSTON,MA,DISTRICT COVERAGE OF HEALTH SERVICES,213003798,12/30/15,12/29/25,NA,ZAMBIA,ASST_NON_AID611A1600004_7200,COOPERATIVE AGREEMENT (B)
VQASRJ6CMVS3,N,GHANA INSTITUTE OF MANAGEMENT AND PUBLIC ADMINISTRATION,GHANA INSTITUTE OF MANAGEMENT AND PUBLIC ADMI,NA,NA,ACCRA,NA,REGIONAL LEADERSHIP CENTER ACCRA FOR YOUNG AFRICAN LEADERSHIP INITIATIVE- YALI,18313000,5/1/15,4/29/25,NA,GHANA,ASST_NON_AID624A1500009_7200,COOPERATIVE AGREEMENT (B)
LYR8F3PS78N8,N,UNIVERSITY OF SOUTH AFRICA,UNISA,DEPARTMENT OF HIGHER EDUCATION AND TRAINING,KCMMC31U42M8,PRETORIA,NA,YALI RLC SA,16197371,8/14/15,8/13/25,NA,SOUTH AFRICA,ASST_NON_AID674A1500011_7200,COOPERATIVE AGREEMENT (B)
PKFJZHG2MLG9,N,NATIONAL ACADEMY OF SCIENCES,NATIONAL ACADEMY OF SCIENCES,NATIONAL ACADEMY OF SCIENCES,PKFJZHG2MLG9,WASHINGTON,DC,JEFFERSON SCIENCE FELLOWS,2793098,9/25/15,9/29/25,NA,UNITED STATES,ASST_NON_AIDOAAA1500072_7200,COOPERATIVE AGREEMENT (B)
V6AUVN1WLN98,N,"UNIVERSITY RESEARCH CO., LLC","UNIVERSITY RESEARCH CO., LLC","UNIVERSITY RESEARCH CO., LLC",V6AUVN1WLN98,BETHESDA,MD,TO CONDUCT HEALTH RESEARCH AND EVALUATIONS FOR DEVELOPMENT,29355407,11/9/16,11/7/25,NA,TANZANIA,ASST_NON_AIDOAAA1700002_7200,COOPERATIVE AGREEMENT (B)
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,"THE PURPOSE OF THE C4G ACTIVITY IS TO STRENGTHEN ENERGY SECURITY AND RESILIENCE IN EUROPE AND EURASIA E&E REGION AS PART OF EIS U.S.-EUROPE ENERGY BRIDGE PROJECT.  UNDER THIS ACTIVITY, THE CONTRACTOR SHALL PROVIDE TECHNICAL GUIDANCE",24994550,9/30/21,9/29/26,9/29/26 0:00,UNITED STATES,CONT_AWD_7200AA21F00012_7200_7200AA19D00028_7200,DELIVERY ORDER
HCQ6QMWG3SK3,N,DEVELOPMENT INSTITUTE LLC,DEVELOPMENT INSTITUTE LLC,DEVELOPMENT INSTITUTE LLC,HCQ6QMWG3SK3,WASHINGTON,DC,BUREAU EVALUATIONS BUY-IN TO PPL EVAL-ME II IDIQ FOLLOW-ON AWARD,3545906,9/29/21,9/29/26,9/29/26 0:00,UNITED STATES,CONT_AWD_7200AA21F00013_7200_7200AA20D00012_7200,DELIVERY ORDER
JM98J68UPRK1,N,INSTITUTE FOR DEFENSE ANALYSES,INSTITUTE FOR DEFENSE ANALYSES INCORPORATED,INSTITUTE FOR DEFENSE ANALYSES,JM98J68UPRK1,ALEXANDRIA,VA,"DDI/EEI (ENERGY TEAM): NEW AWARD (DEFINITIVE CONTRACT (NON-COMPETITIVE, SOLE SOURCE)- ENERGY EVIDENCE AND LEARNING FRAMEWORK.  INITIAL FUNDING OF $150,000 IN 2021 OE.  THE EVIDENCE AND LEARNING FRAMEWORK WILL PROVIDE A FRAMEWORK FOR UNDERSTANDING WHA",1350000,7/8/21,7/7/25,7/7/25 0:00,UNITED STATES,CONT_AWD_7200AA21N00002_7200_NSFOIA0408601_4900,DELIVERY ORDER
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,IMPROVING LEARNING OUTCOMES IN ASIA (ILOA) FY22,46683509,9/29/22,9/30/27,9/30/27 0:00,UNITED STATES,CONT_AWD_7200AA22N00008_7200_47QRAD21DU101_4732,DELIVERY ORDER
MCN6J5L6M3T4,N,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,MCN6J5L6M3T4,ARLINGTON,VA,NEW FEWS NET HUB TASK ORDER WITH AIR,22499999,9/27/23,4/30/26,4/30/26 0:00,UNITED STATES,CONT_AWD_7200AA23F00015_7200_7200AA19D00005_7200,DELIVERY ORDER
Y4FKDW1L4JC6,N,"PUBLIC CONTRACTING INSTITUTE, LLC","PUBLIC CONTRACTING INSTITUTE, LLC","PUBLIC CONTRACTING INSTITUTE, LLC",Y4FKDW1L4JC6,CROWNSVILLE,MD,"M/OAA/PDT TO PURCHASE FOUR CLASS SESSIONS FROM PUBLIC  CONTRACTING INSTITUTE (PCI) WHICH COMPRISE OF ONE CONTRACT  CHANGES CLAUSE TRAINING CLASSES, ONE CONTRACT CHANGES CLAUSE  TRAINING CLASS, AND TWO COST PRINCIPLES AND FAR PART 31 CLASS  TOTALI",12000,11/7/24,9/30/25,9/30/25 0:00,UNITED STATES,CONT_AWD_7200AA24PC00033_7200_-NONE-_-NONE-,PURCHASE ORDER
Y4FKDW1L4JC6,N,"PUBLIC CONTRACTING INSTITUTE, LLC","PUBLIC CONTRACTING INSTITUTE, LLC","PUBLIC CONTRACTING INSTITUTE, LLC",Y4FKDW1L4JC6,CROWNSVILLE,MD,"4 ADDITIONAL CLASS SESSIONS TO BE PURCHASED FROM PCI: TWO  SESSIONS OF CONTRACT CHANGES CLAUSE CLASS, ONE SESSION OF  INTELLECTUAL PROPERTY AND DATA RIGHTS CLASS AND ONE SESSION OF  COST AND FAR 31 CLASS.",12000,1/9/25,9/30/25,9/30/25 0:00,UNITED STATES,CONT_AWD_7200AA24PC00040_7200_-NONE-_-NONE-,PURCHASE ORDER
YPJ3P9E3TZB4,N,INSTITUT ZA RAZVOJ MLADIH KULT,INSTITUT ZA RAZVOJ MLADIH KULT,INSTITUT ZA RAZVOJ MLADIH KULT,YPJ3P9E3TZB4,ILIDZA,NA,"COMPETITIVE CONTRACT INSPIRE - HUMAN RIGHTS ACTIVITY. INSPIRE ACTIVITY IS TO EMPOWER CITIZENS AND GOVERNMENT INSTITUTIONS TO IMPROVE THE OVERALL HUMAN RIGHTS PROTECTIONS, PROVIDED SERVICES, AND EMPLOYMENT PROSPECTS FOR BIH'S MOST VULNERABLE PERS",8769193,8/11/20,8/12/25,8/12/25 0:00,BOSNIA AND HERZEGOVINA,CONT_AWD_72016820C00002_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
KZ2UGRDKFNJ6,N,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,KZ2UGRDKFNJ6,NORTH LITTLE ROCK,AR,"USAID AGRICULTURAL INPUTS - THE OVERALL GOAL OF THIS ACTIVITY IS TO IMPROVE THE PRODUCTIVITY, COMPETITIVENESS, INCLUSIVITY, AND RESILIENCE OF THE AGRICULTURE SECTOR IN NEPAL.",24734052,5/26/23,6/14/28,6/14/28 0:00,NEPAL,CONT_AWD_72036723C00003_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
KZ2UGRDKFNJ6,N,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,KZ2UGRDKFNJ6,NORTH LITTLE ROCK,AR,"THE PURPOSE OF THE USAID AGRICULTURE TRANSFORMATION ACTIVITY IS TO CATALYZE NEPAL INCLUSIVE AGRICULTURAL TRANSFORMATION THROUGH IMPROVED PRODUCTIVITY, COMPETITIVENESS, WOMEN'S ECONOMIC ADVANCEMENT, AND CLIMATE RESILIENCE.  THE ACTIVITY WILL FO",56000000,9/30/24,9/29/29,9/29/29 0:00,NEPAL,CONT_AWD_72036724C00002_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,"THE PURPOSE OF THIS ACTIVITY IS TO REDUCE PLASTICS AVAILABLE TO THE ENVIRONMENT, BY REDUCING PLASTICS INPUTS AND IMPROVING INTEGRATED SOLID WASTE MANAGEMENT PRACTICES",23995869,9/23/22,9/29/27,9/29/27 0:00,SRI LANKA,CONT_AWD_72038322C00001_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,"REQUEST TO PROCURE A TASK ORDER UNDER THE USAID ENERGY IDIQ II TO OBTAIN SERVICES FOR SOUTH ASIA REGIONAL ENERGY PARTNERSHIP (SAREP).  SAREP AIMS TO IMPROVE ACCESS TO AFFORDABLE, SECURE, RELIABLE AND SUSTAINABLE ENERGY FOR ALL IN SOUTH ASIA THROUGH",48897991,4/23/21,5/16/26,5/16/26 0:00,INDIA,CONT_AWD_72038621F00002_7200_7200AA19D00028_7200,DELIVERY ORDER
KZ2UGRDKFNJ6,N,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,KZ2UGRDKFNJ6,LITTLE ROCK,AR,USAID'S ESHO SHIKHI (COME AND LEARN ACTIVITY,38500000,11/18/21,11/17/26,11/17/26 0:00,BANGLADESH,CONT_AWD_72038822F00001_7200_72038821D00001_7200,DELIVERY ORDER
UEHMDKAGEPA6,N,INSTITUTE OF SOCIAL AND POLICY SCIENCES,INSTITUTE OF SOCIAL AND POLICY SCIENCES,INSTITUTE OF SOCIAL AND POLICY SCIENCES,UEHMDKAGEPA6,ISLAMABAD,NA,THIRD PARTY MONITORING SERVICES FOR FOLLOWING KP ACTIVITIES:  1- LAND REGISTRATION IN MERGED AREAS (LRMA)   2- HUMAN DEVELOPMENT ACTIVITY (HDA),148243,1/2/23,6/30/25,6/30/25 0:00,PAKISTAN,CONT_AWD_72039123F50001_7200_72039121A00002_7200,BPA CALL
UEHMDKAGEPA6,N,INSTITUTE OF SOCIAL AND POLICY SCIENCES,INSTITUTE OF SOCIAL AND POLICY SCIENCES,INSTITUTE OF SOCIAL AND POLICY SCIENCES,UEHMDKAGEPA6,ISLAMABAD,NA,THIRD PARTY ASSESSMENT OF THE EDUCATION MANAGEMENT ORGANIZATION REFORM INITIATED THROUGH THE SINDH BASIC EDUCATION PROGRAM (SBEP),67287.5,12/6/24,6/5/25,6/5/25 0:00,PAKISTAN,CONT_AWD_72039125F50001_7200_72039121A00002_7200,BPA CALL
V6AUVN1WLN98,N,"UNIVERSITY RESEARCH CO., LLC","UNIVERSITY RESEARCH CO., LLC","UNIVERSITY RESEARCH CO., LLC",V6AUVN1WLN98,CHEVY CHASE,MD,CAMBODIA MALARIA ELIMINATION PROJECT 2 (CMEP 2),19773713,9/1/21,8/31/26,8/31/26 0:00,CAMBODIA,CONT_AWD_72044221C00001_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,THE IPEA ACTIVITY AIMS TO IMPROVE EARLY GRADE LEARNING SKILLS OF CHILDREN WITH AND WITHOUT DISABILITIES IN ALL PRIMARY SCHOOLS IN CAMBODIA. THIS ACTIVITY IS DESIGNED TO BUILD ON THE SUCCESS OF MOEYS OWNERSHIP AND DESIRED SCALE-UP OF THE EARLY GRADE R,24990566,10/1/21,10/1/26,10/1/26 0:00,CAMBODIA,CONT_AWD_72044221C00002_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
CPLPM5RWMX26,N,UNIVERSITY OF WESTERN AUSTRALIA,UNIVERSITY OF WESTERN AUSTRALIA,UNIVERSITY OF WESTERN AUSTRALIA,CPLPM5RWMX26,CRAWLEY,NA,REQUEST FOR MARKET AND DIET INFLUENCES OF FOOD PRODUCTION AND CONSUMPTION IN TIMOR-LESTE STUDY.,185668,9/29/23,1/31/26,1/31/26 0:00,TIMOR-LESTE,CONT_AWD_72047223P00033_7200_-NONE-_-NONE-,PURCHASE ORDER
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,"TO AWARD A NEW TASK ORDER UNDER OASIS UNRESTRICTED POOL 1 ""USAID END WILDLIFE CRIME ACTIVITY""",19889291,12/14/23,12/29/28,12/29/28 0:00,THAILAND,CONT_AWD_72048624N00001_7200_47QRAD21DU101_4732,DELIVERY ORDER
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,"USAID-PAPUA NEW GUINEA ELECTRIFICATION PARTNERSHIP (PEP) ACTIVITY BASE AWARD $56,974,990 WITH INITIAL OBLIGATION OF $19,449,419",56974990,10/27/20,10/26/25,10/26/25 0:00,PAPUA NEW GUINEA,CONT_AWD_72049221C00001_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,ENERGY SECURE PHILIPPINES ACTIVITY,33999010,11/19/20,11/18/25,11/18/25 0:00,PHILIPPINES,CONT_AWD_72049221F00002_7200_7200AA19D00028_7200,DELIVERY ORDER
GJCPKC54MAM3,N,AVANTI LANGUAGE SCHOOL S A S,AVANTI LANGUAGE SCHOOL S A S,AVANTI LANGUAGE SCHOOL S A S,GJCPKC54MAM3,BOGOTA,NA,"PROCURE LANGUAGE CLASSES FOR USAID COLOMBIA MISSION STAFF (ENGLISH & SPANISH). MAY 08, 2023 - MAY 07, 2024 ENGLISH & SPANISH CLASSES FOR USAID COLOMBIA MISSION STAFF, COST PER HOUR COP $69,003. TOTAL AMOUNT COP $174,656,780.00. NO VAT (IVA)",40617.86,5/4/23,5/7/25,5/7/25 0:00,COLOMBIA,CONT_AWD_72051423P00016_7200_-NONE-_-NONE-,PURCHASE ORDER
GJCPKC54MAM3,N,AVANTI LANGUAGE SCHOOL S A S,AVANTI LANGUAGE SCHOOL S A S,AVANTI LANGUAGE SCHOOL S A S,GJCPKC54MAM3,BOGOTA,NA,EXO-HR PROCURE TECHNICAL AND LANGUAGE PROFICIENCY TESTS. 2023-2024,20615.38,11/6/23,11/16/25,11/16/25 0:00,COLOMBIA,CONT_AWD_72051424P00005_7200_-NONE-_-NONE-,PURCHASE ORDER
GJCPKC54MAM3,N,AVANTI LANGUAGE SCHOOL S A S,AVANTI LANGUAGE SCHOOL S A S,AVANTI LANGUAGE SCHOOL S A S,GJCPKC54MAM3,BOGOTA,NA,"DESCRIPTION: PO FOR LANGUAGE CLASSES FOR MISSION STAFF (ENGLISH & SPANISH). COST PER HOUR COP $75,500",31581.08,9/20/24,9/30/25,9/30/25 0:00,COLOMBIA,CONT_AWD_72051424P00053_7200_-NONE-_-NONE-,PURCHASE ORDER
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,"USAID ASSISTANCE WILL PROMOTE SUSTAINABLE ENERGY SECTOR REFORMS AND INCREASE RESILIENCE OF THE CARIBBEAN ISLANDS THROUGH PARTNERING WITH UTILITIES TO INTRODUCE MODERN TECHNOLOGIES AND OPERATIONS. FURTHER, THIS ACTIVITY WILL PROMOTE PRIVATE SECTOR INV",10813571,3/11/22,9/30/26,9/30/26 0:00,DOMINICAN REPUBLIC,CONT_AWD_72051722F00001_7200_7200AA19D00028_7200,DELIVERY ORDER
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,"THE PURPOSE OF THIS ACTIVITY IS TO EXPAND CITIZENS' ACCESS TO CRITICAL PUBLIC SERVICES, INCLUDING TO WATER, SANITATION, AND HYGIENE (WASH), BY STRENGTHENING THE CAPACITY OF LOCAL GOVERNMENTS FOR THE EFFECTIVE, TRANSPARENT, AND CITIZEN-RESPONSIVE",44737390,9/29/23,9/28/28,9/28/28 0:00,ECUADOR,CONT_AWD_72051823F00003_7200_7200AA22D00016_7200,DELIVERY ORDER
J2FGPN36VDQ3,N,"INTERNATIONAL BUSINESS ACADEMY, SOCIEDAD ANONIMA","INTERNATIONAL BUSINESS ACADEMY, SOCIEDAD ANONIMA","INTERNATIONAL BUSINESS ACADEMY, SOCIEDAD ANONIMA",J2FGPN36VDQ3,GUATEMALA,NA,ENGLISH & SPANISH LANG PRG 2ND OPYR UNDER BPA 72052022A00001,59865.81,9/23/24,9/30/25,9/30/25 0:00,GUATEMALA,CONT_AWD_72052024F50011_7200_72052022A00001_7200,BPA CALL
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,USAID/MEXICO PARTNERSHIP FOR NET ZERO CITIES ACTIVITY,23496572,8/18/22,9/29/27,9/29/27 0:00,MEXICO,CONT_AWD_72052322C00004_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
JPUXNYJ7PRH2,N,"RESEARCH TRIANGLE INSTITUTE INTERNATIONAL, LLC","RESEARCH TRIANGLE INSTITUTE INTERNATIONAL, LLC","RESEARCH TRIANGLE INSTITUTE INTERNATIONAL, LLC",JPUXNYJ7PRH2,DURHAM,NC,"THE USAID EXPANDING WATER AND SANITATION PROJECT WILL INCREASE SUSTAINABLE WASH SERVICE DELIVERY IN MUCHINGA, NORTHERN, WESTERN AND SOUTHERN PROVINCES. THESE PROVINCES MAY BE SUBJECT TO CHANGE DURING THE LIFE OF IMPLEMENTATION. THE PURPOSE OF THIS AC",19599168,1/27/22,1/23/27,1/23/27 0:00,ZAMBIA,CONT_AWD_72061122C00004_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
WUK9A5UR33S7,N,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.","ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.","ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",WUK9A5UR33S7,REDLANDS,CA,RENEWAL OF GIS ANNUAL SUBSCRIPTION LICENSES FOR USAID MALAWI STAFF,53914.8,3/11/24,4/28/25,4/28/25 0:00,MALAWI,CONT_AWD_72061224P00022_7200_-NONE-_-NONE-,PURCHASE ORDER
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,WESTERN KENYA SANITATION PROJECT,23998620,2/11/22,2/15/27,2/15/27 0:00,KENYA,CONT_AWD_72061522C00001_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
MCN6J5L6M3T4,N,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,MCN6J5L6M3T4,ARLINGTON,VA,TECHNICAL ASSISTANCE FOR CAPACITY BUILDING ON PROJECT EVALUATION,284685,8/16/24,5/6/25,5/6/25 0:00,KENYA,CONT_AWD_72061524F00006_7200_72062320D00016_7200,DELIVERY ORDER
JRVPLLKYCM65,N,UNIVERSITY OF NAIROBI,UNIVERSITY OF NAIROBI,UNIVERSITY OF NAIROBI,JRVPLLKYCM65,NAIROBI,NA,PROCUREMENT OF SERVICES FROM COMPETENT CONTRACTOR TO CONDUCT POLLING IN TARGETED COUNTIES FOR THE USAID/KEA DGPS OFFICE,236981.5,10/29/24,9/30/25,9/30/25 0:00,KENYA,CONT_AWD_72061525P00002_7200_-NONE-_-NONE-,PURCHASE ORDER
KZ2UGRDKFNJ6,N,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,KZ2UGRDKFNJ6,LITTLE ROCK,AR,FEED THE FUTURE NIGERIA AGRICULTURAL EXTENSION AND ADVISORY SERVICES ACTIVITY,16634861,5/18/20,5/24/25,5/24/25 0:00,NIGERIA,CONT_AWD_72062020C00001_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,TUHIFADHI MALIASILI ACTIVITY (LET'S CONSERVE NATURAL RESOURCES),30556657,6/4/21,6/3/26,6/3/26 0:00,TANZANIA,CONT_AWD_72062121C00001_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,JIFUNZE UEWELE (LEARNING FOR UNDERSTANDING),38599863,4/22/21,10/21/25,10/21/25 0:00,TANZANIA,CONT_AWD_72062121M00001_7200_GS00F354CA_4732,DELIVERY ORDER
